Timestamp_Unix,PID,Value,Unit,DTC_Codes
1771533749.470355,TIMING_ADVANCE,7.0,degree,
1771533749.4704382,CATALYST_TEMP_B1S1,679.6,degree_Celsius,
1771533749.4704597,ELM_VOLTAGE,13.4,volt,
1771533749.4704742,RPM,4208.5,revolutions_per_minute,
1771533749.4704893,LONG_FUEL_TRIM_1,-3.125,percent,
1771533749.470504,INTAKE_TEMP,14,degree_Celsius,
1771533749.4705186,TIME_SINCE_DTC_CLEARED,93.0,minute,
1771533749.4705324,ENGINE_LOAD,58.8235294117647,percent,
1771533749.4705467,INTAKE_PRESSURE,30,kilopascal,
1771533749.4705603,THROTTLE_POS,26.666666666666668,percent,
1771533749.4729574,THROTTLE_POS_B,49.01960784313726,percent,
1771533749.4729843,DISTANCE_SINCE_DTC_CLEAR,51.0,kilometer,
1771533749.4729946,O2_S1_WR_VOLTAGE,3.373220416571298,volt,
1771533749.4730036,COOLANT_TEMP,36,degree_Celsius,
1771533749.4730124,SPEED,39.0,kilometer_per_hour,
1771533749.4730203,CONTROL_MODULE_VOLTAGE,14.707,volt,
1771533749.473029,ABSOLUTE_LOAD,22.352941176470587,percent,
1771533749.4730377,CATALYST_TEMP_B1S2,131.9,degree_Celsius,
1771533749.473046,MAF,7.78,gps,
1771533749.473054,THROTTLE_ACTUATOR,20.0,percent,
1771533749.4730618,COMMANDED_EQUIV_RATIO,0.987773,ratio,
1771533749.4730704,O2_B1S2,0.0,volt,
1771533749.4730783,SHORT_FUEL_TRIM_1,-6.25,percent,
1771533749.4730864,RUN_TIME,38.0,second,
1771533749.4730942,O2_S1_WR_CURRENT,-0.37890625,milliampere,
1771533749.4731026,RELATIVE_THROTTLE_POS,25.88235294117647,percent,
1771533750.4760497,TIMING_ADVANCE,7.5,degree,
1771533750.476089,CATALYST_TEMP_B1S1,325.1,degree_Celsius,
1771533750.4760988,ELM_VOLTAGE,13.6,volt,
1771533750.4761066,RPM,1297.5,revolutions_per_minute,
1771533750.4761145,LONG_FUEL_TRIM_1,-6.25,percent,
1771533750.4761224,INTAKE_TEMP,12,degree_Celsius,
