Timestamp_Unix,PID,Value,Unit,DTC_Codes
1771533670.0608363,INTAKE_TEMP,14,degree_Celsius,
1771533670.0609744,ELM_VOLTAGE,13.4,volt,
1771533670.0610178,CATALYST_TEMP_B1S1,679.6,degree_Celsius,
1771533670.0610502,THROTTLE_ACTUATOR,43.529411764705884,percent,
1771533670.0610828,DISTANCE_SINCE_DTC_CLEAR,51.0,kilometer,
1771533670.0611136,COOLANT_TEMP,36,degree_Celsius,
1771533670.0611436,RUN_TIME,26.0,second,
1771533670.0611713,RELATIVE_THROTTLE_POS,6.2745098039215685,percent,
1771533670.0612018,SHORT_FUEL_TRIM_1,3.125,percent,
1771533670.0612323,RPM,4208.5,revolutions_per_minute,
1771533670.0640326,ABSOLUTE_LOAD,22.352941176470587,percent,
1771533670.0640943,LONG_FUEL_TRIM_1,-3.125,percent,
1771533670.064113,THROTTLE_POS,26.666666666666668,percent,
1771533670.064129,O2_B1S2,0.66,volt,
1771533670.0641432,THROTTLE_POS_B,49.01960784313726,percent,
1771533670.0641582,TIME_SINCE_DTC_CLEARED,93.0,minute,
1771533670.0641723,INTAKE_PRESSURE,30,kilopascal,
1771533670.064187,SPEED,39.0,kilometer_per_hour,
1771533670.0642006,ENGINE_LOAD,58.8235294117647,percent,
1771533670.0642157,COMMANDED_EQUIV_RATIO,0.992592,ratio,
1771533670.0642297,O2_S1_WR_VOLTAGE,3.373220416571298,volt,
1771533670.0642443,CATALYST_TEMP_B1S2,131.9,degree_Celsius,
1771533670.0642588,CONTROL_MODULE_VOLTAGE,14.785,volt,
1771533670.064273,O2_S1_WR_CURRENT,-0.37890625,milliampere,
1771533670.0642877,TIMING_ADVANCE,-5.0,degree,
1771533670.064301,MAF,3.2600000000000002,gps,
1771533671.0742683,INTAKE_TEMP,12,degree_Celsius,
1771533671.0745397,ELM_VOLTAGE,13.6,volt,
1771533671.0746143,CATALYST_TEMP_B1S1,325.1,degree_Celsius,
1771533671.0746315,THROTTLE_ACTUATOR,45.490196078431374,percent,
1771533671.0746465,DISTANCE_SINCE_DTC_CLEAR,49.0,kilometer,
1771533671.07466,COOLANT_TEMP,45,degree_Celsius,
1771533671.0746734,RUN_TIME,161.0,second,
1771533671.074686,RELATIVE_THROTTLE_POS,15.294117647058824,percent,
1771533671.0746999,SHORT_FUEL_TRIM_1,-5.46875,percent,
1771533671.074713,RPM,1297.5,revolutions_per_minute,
1771533671.074726,ABSOLUTE_LOAD,73.33333333333333,percent,
1771533671.0747397,LONG_FUEL_TRIM_1,-6.25,percent,
1771533671.0747526,THROTTLE_POS,19.607843137254903,percent,
1771533671.0747666,O2_B1S2,0.74,volt,
1771533671.0747795,THROTTLE_POS_B,67.84313725490196,percent,
1771533671.074793,TIME_SINCE_DTC_CLEARED,92.0,minute,
1771533671.0748057,INTAKE_PRESSURE,40,kilopascal,
1771533671.074818,SPEED,0.0,kilometer_per_hour,
1771533671.07483,ENGINE_LOAD,33.72549019607843,percent,
1771533671.0748432,COMMANDED_EQUIV_RATIO,0.998997,ratio,
1771533671.074858,O2_S1_WR_VOLTAGE,3.295094224460212,volt,
1771533671.0748715,CATALYST_TEMP_B1S2,47.30000000000001,degree_Celsius,
1771533671.0748856,CONTROL_MODULE_VOLTAGE,14.746,volt,
1771533671.0748985,O2_S1_WR_CURRENT,0.02734375,milliampere,
1771533671.0749118,TIMING_ADVANCE,7.5,degree,
1771533671.074924,MAF,0.2,gps,
1771533672.0819361,INTAKE_TEMP,16,degree_Celsius,
1771533672.0820055,ELM_VOLTAGE,13.8,volt,
1771533672.0820277,CATALYST_TEMP_B1S1,517.3000000000001,degree_Celsius,
1771533672.0820506,THROTTLE_ACTUATOR,16.470588235294116,percent,
1771533672.082072,DISTANCE_SINCE_DTC_CLEAR,50.0,kilometer,
1771533672.0820918,COOLANT_TEMP,32,degree_Celsius,
1771533672.0821118,RUN_TIME,128.0,second,
1771533672.08213,RELATIVE_THROTTLE_POS,0.7843137254901961,percent,
1771533672.0821517,SHORT_FUEL_TRIM_1,-0.78125,percent,
1771533672.0821705,RPM,3787.5,revolutions_per_minute,
1771533672.08219,ABSOLUTE_LOAD,75.29411764705883,percent,
1771533672.0822098,LONG_FUEL_TRIM_1,-1.5625,percent,
1771533672.082229,THROTTLE_POS,18.03921568627451,percent,
1771533672.0822506,O2_B1S2,0.35,volt,
1771533672.082267,THROTTLE_POS_B,82.74509803921569,percent,
1771533672.0822854,TIME_SINCE_DTC_CLEARED,91.0,minute,
1771533672.0823035,INTAKE_PRESSURE,97,kilopascal,
1771533672.0823185,SPEED,92.0,kilometer_per_hour,
1771533672.0823307,ENGINE_LOAD,40.3921568627451,percent,
1771533672.0823426,COMMANDED_EQUIV_RATIO,0.9840215,ratio,
1771533672.0823548,O2_S1_WR_VOLTAGE,3.8810406652933547,volt,
1771533672.0823667,CATALYST_TEMP_B1S2,577.1,degree_Celsius,
1771533672.0824554,CONTROL_MODULE_VOLTAGE,14.667,volt,
1771533672.082472,O2_S1_WR_CURRENT,1.42578125,milliampere,
1771533672.0824845,TIMING_ADVANCE,5.0,degree,
