Timestamp_Unix,PID,Value,Unit,DTC_Codes
1771531847.4097357,ABSOLUTE_LOAD,22.352941176470587,percent,
1771531847.4099042,THROTTLE_POS_B,49.01960784313726,percent,
1771531847.409969,ELM_VOLTAGE,13.4,volt,
1771531847.41002,COMMANDED_EQUIV_RATIO,0.992592,ratio,
1771531847.4100738,O2_S1_WR_CURRENT,0.00390625,milliampere,
1771531847.4101243,CONTROL_MODULE_VOLTAGE,14.707,volt,
1771531847.41017,THROTTLE_ACTUATOR,43.529411764705884,percent,
1771531847.4102244,O2_B1S2,0.66,volt,
1771531847.4104505,RPM,4208.5,revolutions_per_minute,
1771531847.4110215,LONG_FUEL_TRIM_1,-3.125,percent,
1771531847.4141686,SPEED,39.0,kilometer_per_hour,
1771531847.4142869,O2_S1_WR_VOLTAGE,3.373220416571298,volt,
1771531847.4143274,INTAKE_TEMP,14,degree_Celsius,
1771531847.4143603,INTAKE_PRESSURE,30,kilopascal,
1771531847.4143937,SHORT_FUEL_TRIM_1,3.125,percent,
1771531847.4144263,TIMING_ADVANCE,7.0,degree,
1771531847.414459,MAF,7.78,gps,
1771531847.414491,COOLANT_TEMP,36,degree_Celsius,
1771531847.414523,THROTTLE_POS,26.666666666666668,percent,
1771531847.414557,ENGINE_LOAD,58.8235294117647,percent,
1771531847.4145885,TIME_SINCE_DTC_CLEARED,93.0,minute,
1771531847.4146314,RELATIVE_THROTTLE_POS,6.2745098039215685,percent,
1771531847.4146814,DISTANCE_SINCE_DTC_CLEAR,51.0,kilometer,
1771531847.414722,RUN_TIME,26.0,second,
1771531847.4147534,CATALYST_TEMP_B1S1,679.6,degree_Celsius,
1771531847.4147868,CATALYST_TEMP_B1S2,197.20000000000002,degree_Celsius,
1771531848.4206817,ABSOLUTE_LOAD,73.33333333333333,percent,
1771531848.420793,THROTTLE_POS_B,67.84313725490196,percent,
1771531848.4208333,ELM_VOLTAGE,13.6,volt,
1771531848.4208703,COMMANDED_EQUIV_RATIO,0.998997,ratio,
1771531848.420905,O2_S1_WR_CURRENT,0.02734375,milliampere,
1771531848.4209383,CONTROL_MODULE_VOLTAGE,14.746,volt,
1771531848.420972,THROTTLE_ACTUATOR,45.490196078431374,percent,
1771531848.4210057,O2_B1S2,0.74,volt,
1771531848.4210372,RPM,1297.5,revolutions_per_minute,
1771531848.4210691,LONG_FUEL_TRIM_1,-6.25,percent,
1771531848.4211004,SPEED,0.0,kilometer_per_hour,
1771531848.421131,O2_S1_WR_VOLTAGE,3.295094224460212,volt,
1771531848.421165,INTAKE_TEMP,12,degree_Celsius,
1771531848.4211967,INTAKE_PRESSURE,40,kilopascal,
1771531848.4212275,SHORT_FUEL_TRIM_1,-5.46875,percent,
1771531848.42126,TIMING_ADVANCE,7.5,degree,
1771531848.421291,MAF,0.2,gps,
1771531848.421321,COOLANT_TEMP,45,degree_Celsius,
1771531848.4213517,THROTTLE_POS,19.607843137254903,percent,
1771531848.421385,ENGINE_LOAD,33.72549019607843,percent,
1771531848.421418,TIME_SINCE_DTC_CLEARED,92.0,minute,
1771531848.4214494,RELATIVE_THROTTLE_POS,15.294117647058824,percent,
1771531848.4214828,DISTANCE_SINCE_DTC_CLEAR,49.0,kilometer,
1771531848.421514,RUN_TIME,161.0,second,
1771531848.421546,CATALYST_TEMP_B1S1,325.1,degree_Celsius,
1771531848.4215794,CATALYST_TEMP_B1S2,47.30000000000001,degree_Celsius,
1771531849.428753,ABSOLUTE_LOAD,75.29411764705883,percent,
1771531849.428857,THROTTLE_POS_B,82.74509803921569,percent,
1771531849.4288976,ELM_VOLTAGE,13.8,volt,
1771531849.4289331,COMMANDED_EQUIV_RATIO,0.9840215,ratio,
1771531849.4289677,O2_S1_WR_CURRENT,1.42578125,milliampere,
1771531849.4290054,CONTROL_MODULE_VOLTAGE,14.667,volt,
1771531849.4290655,THROTTLE_ACTUATOR,16.470588235294116,percent,
1771531849.4291048,O2_B1S2,0.35,volt,
1771531849.429138,RPM,3787.5,revolutions_per_minute,
1771531849.4291701,LONG_FUEL_TRIM_1,-1.5625,percent,
1771531849.429202,SPEED,92.0,kilometer_per_hour,
1771531849.4292328,O2_S1_WR_VOLTAGE,3.8810406652933547,volt,
1771531849.4292655,INTAKE_TEMP,16,degree_Celsius,
1771531849.4292977,INTAKE_PRESSURE,97,kilopascal,
1771531849.4293284,SHORT_FUEL_TRIM_1,-0.78125,percent,
1771531849.4293602,TIMING_ADVANCE,5.0,degree,
1771531849.429391,MAF,7.73,gps,
1771531849.4294226,COOLANT_TEMP,32,degree_Celsius,
1771531849.4294534,THROTTLE_POS,18.03921568627451,percent,
1771531849.4294858,ENGINE_LOAD,40.3921568627451,percent,
1771531849.4295166,TIME_SINCE_DTC_CLEARED,91.0,minute,
1771531849.4295487,RELATIVE_THROTTLE_POS,0.7843137254901961,percent,
1771531849.4295816,DISTANCE_SINCE_DTC_CLEAR,50.0,kilometer,
1771531849.4297323,RUN_TIME,128.0,second,
1771531849.4297717,CATALYST_TEMP_B1S1,517.3000000000001,degree_Celsius,
1771531849.4298067,CATALYST_TEMP_B1S2,577.1,degree_Celsius,
1771531850.4348867,ABSOLUTE_LOAD,74.50980392156863,percent,
1771531850.435018,THROTTLE_POS_B,48.627450980392155,percent,
1771531850.4350636,ELM_VOLTAGE,13.7,volt,
1771531850.4351025,COMMANDED_EQUIV_RATIO,0.9872545,ratio,
1771531850.4351406,O2_S1_WR_CURRENT,0.27734375,milliampere,
1771531850.435181,CONTROL_MODULE_VOLTAGE,14.687000000000001,volt,
1771531850.4352179,THROTTLE_ACTUATOR,13.333333333333334,percent,
1771531850.4352548,O2_B1S2,0.66,volt,
1771531850.4352925,RPM,2272.5,revolutions_per_minute,
1771531850.4353247,LONG_FUEL_TRIM_1,-6.25,percent,
1771531850.4353554,SPEED,72.0,kilometer_per_hour,
1771531850.435387,O2_S1_WR_VOLTAGE,3.465995269703212,volt,
1771531850.4354205,INTAKE_TEMP,20,degree_Celsius,
1771531850.435452,INTAKE_PRESSURE,54,kilopascal,
1771531850.4354818,SHORT_FUEL_TRIM_1,-6.25,percent,
1771531850.4355133,TIMING_ADVANCE,10.5,degree,
1771531850.4355445,MAF,0.18,gps,
1771531850.435574,COOLANT_TEMP,46,degree_Celsius,
1771531850.4356046,THROTTLE_POS,16.470588235294116,percent,
1771531850.4356358,ENGINE_LOAD,0.0,percent,
1771531850.4356654,TIME_SINCE_DTC_CLEARED,93.0,minute,
1771531850.4356973,RELATIVE_THROTTLE_POS,9.803921568627452,percent,
1771531850.4357302,DISTANCE_SINCE_DTC_CLEAR,51.0,kilometer,
1771531850.4357605,RUN_TIME,14.0,second,
1771531850.4357903,CATALYST_TEMP_B1S1,101.0,degree_Celsius,
1771531850.4358299,CATALYST_TEMP_B1S2,401.40000000000003,degree_Celsius,
1771531851.4465225,ABSOLUTE_LOAD,33.333333333333336,percent,
1771531851.4466546,THROTTLE_POS_B,48.23529411764706,percent,
1771531851.446701,ELM_VOLTAGE,13.5,volt,
1771531851.4467413,COMMANDED_EQUIV_RATIO,0.992592,ratio,
1771531851.4467783,CONTROL_MODULE_VOLTAGE,14.648,volt,
1771531851.4468143,THROTTLE_ACTUATOR,45.88235294117647,percent,
1771531851.4468513,O2_B1S2,0.74,volt,
1771531851.446888,RPM,1575.75,revolutions_per_minute,
1771531851.4469235,LONG_FUEL_TRIM_1,-1.5625,percent,
